Execution ID  	: 20240420_030829
MEMORY_USAGE	   12.52 MB
MEMORY_USAGE	   12.64 MB
MEMORY_USAGE	   12.76 MB
MEMORY_USAGE	   12.86 MB
MEMORY_USAGE	   12.96 MB
MEMORY_USAGE	   13.11 MB
MEMORY_USAGE	   13.22 MB
MEMORY_USAGE	   13.33 MB
MEMORY_USAGE	   14.07 MB
MEMORY_USAGE	   14.20 MB
MEMORY_USAGE	   14.33 MB
MEMORY_USAGE	   14.47 MB
MEMORY_USAGE	   14.60 MB
MEMORY_USAGE	   14.77 MB
MEMORY_USAGE	   14.88 MB
MEMORY_USAGE	   15.04 MB
MEMORY_USAGE	   15.18 MB
MEMORY_USAGE	   15.35 MB
MEMORY_USAGE	   15.49 MB
MEMORY_USAGE	   15.65 MB
MEMORY_USAGE	   15.75 MB
MEMORY_USAGE	   15.91 MB
MEMORY_USAGE	   16.79 MB
MEMORY_USAGE	   16.97 MB
MEMORY_USAGE	   17.13 MB
MEMORY_USAGE	   17.24 MB
MEMORY_USAGE	   17.43 MB
MEMORY_USAGE	   17.55 MB
MEMORY_USAGE	   17.71 MB
MEMORY_USAGE	   17.85 MB
MEMORY_USAGE	   18.00 MB
MEMORY_USAGE	   18.12 MB
MEMORY_USAGE	   18.25 MB
MEMORY_USAGE	   18.35 MB
MEMORY_USAGE	   18.37 MB
MEMORY_USAGE	   18.48 MB
MEMORY_USAGE	   18.60 MB
MEMORY_USAGE	   18.72 MB
MEMORY_USAGE	   19.67 MB
MEMORY_USAGE	   19.83 MB
MEMORY_USAGE	   19.99 MB
MEMORY_USAGE	   20.16 MB
MEMORY_USAGE	   20.33 MB
MEMORY_USAGE	   20.44 MB
MEMORY_USAGE	   20.55 MB
MEMORY_USAGE	   20.64 MB
MEMORY_USAGE	   20.74 MB
MEMORY_USAGE	   20.87 MB
MEMORY_USAGE	   21.01 MB
MEMORY_USAGE	   21.12 MB
MEMORY_USAGE	   21.28 MB
MEMORY_USAGE	   21.38 MB
MEMORY_USAGE	   21.52 MB
MEMORY_USAGE	   21.63 MB
MEMORY_USAGE	   21.74 MB
MEMORY_USAGE	   21.87 MB
MEMORY_USAGE	   22.88 MB
MEMORY_USAGE	   23.02 MB
MEMORY_USAGE	   23.14 MB
MEMORY_USAGE	   23.27 MB
MEMORY_USAGE	   23.38 MB
MEMORY_USAGE	   23.47 MB
MEMORY_USAGE	   23.57 MB
MEMORY_USAGE	   23.70 MB
MEMORY_USAGE	   23.85 MB
MEMORY_USAGE	   23.94 MB
MEMORY_USAGE	   24.05 MB
MEMORY_USAGE	   24.16 MB
MEMORY_USAGE	   24.26 MB
MEMORY_USAGE	   24.37 MB
MEMORY_USAGE	   24.49 MB
MEMORY_USAGE	   24.58 MB
MEMORY_USAGE	   24.62 MB
MEMORY_USAGE	   24.72 MB
MEMORY_USAGE	   24.83 MB
MEMORY_USAGE	   24.89 MB
MEMORY_USAGE	   24.95 MB
MEMORY_USAGE	   25.05 MB
MEMORY_USAGE	   25.11 MB
MEMORY_USAGE	   25.18 MB
MEMORY_USAGE	   25.27 MB
MEMORY_USAGE	   25.35 MB
MEMORY_USAGE	   25.42 MB
MEMORY_USAGE	   26.53 MB
MEMORY_USAGE	   26.59 MB
MEMORY_USAGE	   26.59 MB
MEMORY_USAGE	   26.66 MB
MEMORY_USAGE	   26.76 MB
MEMORY_USAGE	   26.87 MB
MEMORY_USAGE	   26.96 MB
MEMORY_USAGE	   27.03 MB
MEMORY_USAGE	   27.14 MB
MEMORY_USAGE	   27.24 MB
MEMORY_USAGE	   27.30 MB
MEMORY_USAGE	   27.39 MB
MEMORY_USAGE	   27.49 MB
MEMORY_USAGE	   27.56 MB
MEMORY_USAGE	   27.56 MB
MEMORY_USAGE	   27.66 MB
MEMORY_USAGE	   27.76 MB
MEMORY_USAGE	   27.87 MB
MEMORY_USAGE	   27.96 MB
MEMORY_USAGE	   28.01 MB
MEMORY_USAGE	   28.12 MB
MEMORY_USAGE	   28.13 MB
MEMORY_USAGE	   28.18 MB
MEMORY_USAGE	   28.30 MB
MEMORY_USAGE	   28.37 MB
MEMORY_USAGE	   28.44 MB
MEMORY_USAGE	   28.54 MB
MEMORY_USAGE	   28.65 MB
MEMORY_USAGE	   28.76 MB
MEMORY_USAGE	   28.86 MB
MEMORY_USAGE	   29.00 MB
MEMORY_USAGE	   29.13 MB
MEMORY_USAGE	   29.23 MB
MEMORY_USAGE	   29.34 MB
MEMORY_USAGE	   29.45 MB
MEMORY_USAGE	   30.69 MB
MEMORY_USAGE	   30.80 MB
MEMORY_USAGE	   30.96 MB
MEMORY_USAGE	   31.05 MB
MEMORY_USAGE	   31.20 MB
MEMORY_USAGE	   31.36 MB
MEMORY_USAGE	   31.48 MB
MEMORY_USAGE	   31.65 MB
MEMORY_USAGE	   31.76 MB
MEMORY_USAGE	   31.88 MB
MEMORY_USAGE	   31.99 MB
MEMORY_USAGE	   32.13 MB
MEMORY_USAGE	   32.31 MB
MEMORY_USAGE	   32.44 MB
MEMORY_USAGE	   32.63 MB
MEMORY_USAGE	   32.80 MB
MEMORY_USAGE	   32.97 MB
MEMORY_USAGE	   33.16 MB
MEMORY_USAGE	   33.34 MB
MEMORY_USAGE	   33.51 MB
MEMORY_USAGE	   33.71 MB
MEMORY_USAGE	   33.89 MB
MEMORY_USAGE	   33.98 MB
MEMORY_USAGE	   35.44 MB
MEMORY_USAGE	   35.48 MB
MEMORY_USAGE	   35.67 MB
MEMORY_USAGE	   35.84 MB
MEMORY_USAGE	   35.99 MB
MEMORY_USAGE	   36.15 MB
MEMORY_USAGE	   36.30 MB
MEMORY_USAGE	   36.43 MB
MEMORY_USAGE	   36.60 MB
MEMORY_USAGE	   36.77 MB
MEMORY_USAGE	   36.91 MB
MEMORY_USAGE	   37.09 MB
MEMORY_USAGE	   37.23 MB
MEMORY_USAGE	   37.40 MB
MEMORY_USAGE	   37.60 MB
MEMORY_USAGE	   37.79 MB
MEMORY_USAGE	   37.99 MB
MEMORY_USAGE	   38.09 MB
MEMORY_USAGE	   38.25 MB
MEMORY_USAGE	   38.41 MB
MEMORY_USAGE	   38.60 MB
MEMORY_USAGE	   38.76 MB
MEMORY_USAGE	   38.90 MB
MEMORY_USAGE	   39.02 MB
MEMORY_USAGE	   39.16 MB
MEMORY_USAGE	   40.78 MB
MEMORY_USAGE	   40.97 MB
MEMORY_USAGE	   41.14 MB
MEMORY_USAGE	   41.27 MB
MEMORY_USAGE	   41.43 MB
MEMORY_USAGE	   41.58 MB
MEMORY_USAGE	   41.75 MB
MEMORY_USAGE	   41.87 MB
MEMORY_USAGE	   42.01 MB
MEMORY_USAGE	   42.19 MB
MEMORY_USAGE	   42.36 MB
MEMORY_USAGE	   42.55 MB
MEMORY_USAGE	   42.74 MB
MEMORY_USAGE	   42.88 MB
MEMORY_USAGE	   43.00 MB
MEMORY_USAGE	   43.19 MB
MEMORY_USAGE	   43.39 MB
MEMORY_USAGE	   43.60 MB
MEMORY_USAGE	   43.81 MB
MEMORY_USAGE	   44.01 MB
MEMORY_USAGE	   44.23 MB
MEMORY_USAGE	   44.43 MB
MEMORY_USAGE	   44.56 MB
MEMORY_USAGE	   44.78 MB
MEMORY_USAGE	   46.58 MB
MEMORY_USAGE	   46.79 MB
MEMORY_USAGE	   47.00 MB
MEMORY_USAGE	   47.17 MB
MEMORY_USAGE	   47.36 MB
MEMORY_USAGE	   47.57 MB
MEMORY_USAGE	   47.78 MB
MEMORY_USAGE	   47.98 MB
MEMORY_USAGE	   48.19 MB
MEMORY_USAGE	   48.38 MB
MEMORY_USAGE	   48.57 MB
MEMORY_USAGE	   48.76 MB
MEMORY_USAGE	   48.94 MB
MEMORY_USAGE	   49.14 MB
MEMORY_USAGE	   49.30 MB
MEMORY_USAGE	   49.51 MB
MEMORY_USAGE	   49.71 MB
MEMORY_USAGE	   49.92 MB
MEMORY_USAGE	   50.13 MB
MEMORY_USAGE	   50.32 MB
MEMORY_USAGE	   50.52 MB
MEMORY_USAGE	   50.74 MB
MEMORY_USAGE	   50.95 MB
MEMORY_USAGE	   51.14 MB
MEMORY_USAGE	   51.34 MB
MEMORY_USAGE	   53.35 MB
MEMORY_USAGE	   53.53 MB
MEMORY_USAGE	   53.73 MB
MEMORY_USAGE	   53.92 MB
MEMORY_USAGE	   54.13 MB
MEMORY_USAGE	   54.34 MB
MEMORY_USAGE	   54.54 MB
MEMORY_USAGE	   54.67 MB
MEMORY_USAGE	   54.88 MB
MEMORY_USAGE	   55.09 MB
MEMORY_USAGE	   55.29 MB
MEMORY_USAGE	   55.48 MB
MEMORY_USAGE	   55.66 MB
MEMORY_USAGE	   55.84 MB
MEMORY_USAGE	   56.04 MB
MEMORY_USAGE	   56.21 MB
MEMORY_USAGE	   56.36 MB
MEMORY_USAGE	   56.50 MB
MEMORY_USAGE	   56.70 MB
MEMORY_USAGE	   56.83 MB
MEMORY_USAGE	   57.01 MB
MEMORY_USAGE	   57.16 MB
MEMORY_USAGE	   57.35 MB
MEMORY_USAGE	   57.55 MB
MEMORY_USAGE	   57.72 MB
MEMORY_USAGE	   57.91 MB
MEMORY_USAGE	   58.09 MB
MEMORY_USAGE	   58.28 MB
MEMORY_USAGE	   58.46 MB
MEMORY_USAGE	   60.69 MB
MEMORY_USAGE	   60.88 MB
MEMORY_USAGE	   61.06 MB
MEMORY_USAGE	   61.23 MB
MEMORY_USAGE	   61.41 MB
MEMORY_USAGE	   61.60 MB
MEMORY_USAGE	   61.80 MB
MEMORY_USAGE	   61.98 MB
MEMORY_USAGE	   62.17 MB
MEMORY_USAGE	   62.38 MB
MEMORY_USAGE	   62.59 MB
MEMORY_USAGE	   62.75 MB
MEMORY_USAGE	   62.94 MB
MEMORY_USAGE	   63.13 MB
MEMORY_USAGE	   63.30 MB
MEMORY_USAGE	   63.46 MB
MEMORY_USAGE	   63.65 MB
MEMORY_USAGE	   63.82 MB
MEMORY_USAGE	   64.01 MB
MEMORY_USAGE	   64.19 MB
MEMORY_USAGE	   64.30 MB
MEMORY_USAGE	   64.49 MB
MEMORY_USAGE	   64.66 MB
MEMORY_USAGE	   64.83 MB
MEMORY_USAGE	   64.95 MB
MEMORY_USAGE	   65.13 MB
MEMORY_USAGE	   65.30 MB
MEMORY_USAGE	   65.47 MB
MEMORY_USAGE	   65.64 MB
MEMORY_USAGE	   65.81 MB
MEMORY_USAGE	   65.99 MB
MEMORY_USAGE	   66.18 MB
MEMORY_USAGE	   66.36 MB
MEMORY_USAGE	   66.38 MB
MEMORY_USAGE	   66.59 MB
MEMORY_USAGE	   66.80 MB
MEMORY_USAGE	   69.30 MB
MEMORY_USAGE	   69.49 MB
MEMORY_USAGE	   69.71 MB
MEMORY_USAGE	   69.93 MB
MEMORY_USAGE	   70.15 MB
MEMORY_USAGE	   70.39 MB
MEMORY_USAGE	   70.62 MB
MEMORY_USAGE	   70.82 MB
MEMORY_USAGE	   71.02 MB
MEMORY_USAGE	   71.20 MB
MEMORY_USAGE	   71.40 MB
MEMORY_USAGE	   71.59 MB
MEMORY_USAGE	   71.78 MB
MEMORY_USAGE	   71.98 MB
MEMORY_USAGE	   72.18 MB
MEMORY_USAGE	   72.39 MB
MEMORY_USAGE	   72.58 MB
MEMORY_USAGE	   72.79 MB
MEMORY_USAGE	   72.97 MB
MEMORY_USAGE	   73.15 MB
MEMORY_USAGE	   73.32 MB
MEMORY_USAGE	   73.46 MB
MEMORY_USAGE	   73.64 MB
MEMORY_USAGE	   73.84 MB
MEMORY_USAGE	   74.05 MB
MEMORY_USAGE	   74.24 MB
MEMORY_USAGE	   74.45 MB
MEMORY_USAGE	   74.60 MB
MEMORY_USAGE	   74.73 MB
MEMORY_USAGE	   74.92 MB
MEMORY_USAGE	   75.09 MB
MEMORY_USAGE	   75.27 MB
MEMORY_USAGE	   75.44 MB
MEMORY_USAGE	   75.64 MB
MEMORY_USAGE	   75.82 MB
MEMORY_USAGE	   78.60 MB
MEMORY_USAGE	   78.81 MB
MEMORY_USAGE	   79.02 MB
MEMORY_USAGE	   79.22 MB
MEMORY_USAGE	   79.44 MB
MEMORY_USAGE	   79.66 MB
MEMORY_USAGE	   79.87 MB
MEMORY_USAGE	   80.09 MB
MEMORY_USAGE	   80.31 MB
MEMORY_USAGE	   80.49 MB
MEMORY_USAGE	   80.70 MB
MEMORY_USAGE	   80.89 MB
MEMORY_USAGE	   81.10 MB
MEMORY_USAGE	   81.32 MB
MEMORY_USAGE	   81.54 MB
MEMORY_USAGE	   81.74 MB
MEMORY_USAGE	   81.92 MB
MEMORY_USAGE	   82.13 MB
MEMORY_USAGE	   82.34 MB
MEMORY_USAGE	   82.54 MB
MEMORY_USAGE	   82.76 MB
MEMORY_USAGE	   82.97 MB
MEMORY_USAGE	   83.18 MB
MEMORY_USAGE	   83.37 MB
MEMORY_USAGE	   83.56 MB
MEMORY_USAGE	   83.75 MB
MEMORY_USAGE	   83.91 MB
MEMORY_USAGE	   84.11 MB
MEMORY_USAGE	   84.30 MB
MEMORY_USAGE	   84.44 MB
MEMORY_USAGE	   84.56 MB
MEMORY_USAGE	   84.64 MB
MEMORY_USAGE	   84.74 MB
MEMORY_USAGE	   84.90 MB
MEMORY_USAGE	   85.07 MB
MEMORY_USAGE	   85.25 MB
MEMORY_USAGE	   85.40 MB
MEMORY_USAGE	   85.53 MB
MEMORY_USAGE	   85.69 MB
MEMORY_USAGE	   85.86 MB
MEMORY_USAGE	   86.02 MB
MEMORY_USAGE	   86.20 MB
MEMORY_USAGE	   89.29 MB
MEMORY_USAGE	   89.42 MB
MEMORY_USAGE	   89.59 MB
MEMORY_USAGE	   89.77 MB
MEMORY_USAGE	   89.91 MB
MEMORY_USAGE	   90.09 MB
MEMORY_USAGE	   90.28 MB
MEMORY_USAGE	   90.39 MB
MEMORY_USAGE	   90.58 MB
MEMORY_USAGE	   90.78 MB
MEMORY_USAGE	   90.97 MB
MEMORY_USAGE	   91.17 MB
MEMORY_USAGE	   91.35 MB
MEMORY_USAGE	   91.54 MB
MEMORY_USAGE	   91.73 MB
MEMORY_USAGE	   91.92 MB
MEMORY_USAGE	   92.12 MB
MEMORY_USAGE	   92.31 MB
MEMORY_USAGE	   92.46 MB
MEMORY_USAGE	   92.67 MB
MEMORY_USAGE	   92.87 MB
MEMORY_USAGE	   93.05 MB
MEMORY_USAGE	   93.24 MB
MEMORY_USAGE	   93.44 MB
MEMORY_USAGE	   93.64 MB
MEMORY_USAGE	   93.83 MB
MEMORY_USAGE	   94.02 MB
MEMORY_USAGE	   94.22 MB
MEMORY_USAGE	   94.43 MB
MEMORY_USAGE	   94.67 MB
MEMORY_USAGE	   94.90 MB
MEMORY_USAGE	   95.14 MB
MEMORY_USAGE	   95.37 MB
MEMORY_USAGE	   95.61 MB
MEMORY_USAGE	   95.82 MB
MEMORY_USAGE	   96.00 MB
MEMORY_USAGE	   96.20 MB
MEMORY_USAGE	   96.40 MB
MEMORY_USAGE	   96.60 MB
MEMORY_USAGE	   96.81 MB
MEMORY_USAGE	   97.03 MB
MEMORY_USAGE	   97.23 MB
MEMORY_USAGE	   97.44 MB
MEMORY_USAGE	   97.63 MB
MEMORY_USAGE	   97.84 MB
MEMORY_USAGE	  101.30 MB
MEMORY_USAGE	  101.49 MB
MEMORY_USAGE	  101.69 MB
MEMORY_USAGE	  101.91 MB
MEMORY_USAGE	  102.10 MB
MEMORY_USAGE	  102.27 MB
MEMORY_USAGE	  102.49 MB
MEMORY_USAGE	  102.68 MB
MEMORY_USAGE	  102.91 MB
MEMORY_USAGE	  103.06 MB
MEMORY_USAGE	  103.25 MB
MEMORY_USAGE	  103.44 MB
MEMORY_USAGE	  103.64 MB
MEMORY_USAGE	  103.82 MB
MEMORY_USAGE	  104.01 MB
MEMORY_USAGE	  104.20 MB
MEMORY_USAGE	  104.37 MB
MEMORY_USAGE	  104.56 MB
MEMORY_USAGE	  104.75 MB
MEMORY_USAGE	  104.92 MB
MEMORY_USAGE	  105.09 MB
MEMORY_USAGE	  105.28 MB
MEMORY_USAGE	  105.45 MB
MEMORY_USAGE	  105.66 MB
MEMORY_USAGE	  105.85 MB
MEMORY_USAGE	  106.02 MB
MEMORY_USAGE	  106.21 MB
MEMORY_USAGE	  106.40 MB
MEMORY_USAGE	  106.60 MB
MEMORY_USAGE	  106.80 MB
MEMORY_USAGE	  106.99 MB
MEMORY_USAGE	  107.19 MB
MEMORY_USAGE	  107.39 MB
MEMORY_USAGE	  107.61 MB
MEMORY_USAGE	  107.83 MB
MEMORY_USAGE	  108.04 MB
MEMORY_USAGE	  108.24 MB
MEMORY_USAGE	  108.43 MB
MEMORY_USAGE	  108.60 MB
MEMORY_USAGE	  108.77 MB
MEMORY_USAGE	  108.95 MB
MEMORY_USAGE	  109.13 MB
MEMORY_USAGE	  109.30 MB
MEMORY_USAGE	  109.48 MB
MEMORY_USAGE	  109.66 MB
MEMORY_USAGE	  109.83 MB
MEMORY_USAGE	  110.03 MB
MEMORY_USAGE	  110.24 MB
MEMORY_USAGE	  110.46 MB
MEMORY_USAGE	  110.67 MB
MEMORY_USAGE	  110.86 MB
MEMORY_USAGE	  114.74 MB
MEMORY_USAGE	  114.96 MB
MEMORY_USAGE	  115.18 MB
MEMORY_USAGE	  115.39 MB
MEMORY_USAGE	  115.62 MB
MEMORY_USAGE	  115.83 MB
MEMORY_USAGE	  116.06 MB
MEMORY_USAGE	  116.28 MB
MEMORY_USAGE	  116.50 MB
MEMORY_USAGE	  116.73 MB
MEMORY_USAGE	  116.96 MB
MEMORY_USAGE	  117.16 MB
MEMORY_USAGE	  117.38 MB
MEMORY_USAGE	  117.60 MB
MEMORY_USAGE	  117.79 MB
MEMORY_USAGE	  118.02 MB
MEMORY_USAGE	  118.23 MB
MEMORY_USAGE	  118.42 MB
MEMORY_USAGE	  118.63 MB
MEMORY_USAGE	  118.83 MB
MEMORY_USAGE	  119.06 MB
MEMORY_USAGE	  119.25 MB
MEMORY_USAGE	  119.47 MB
MEMORY_USAGE	  119.56 MB
MEMORY_USAGE	  119.77 MB
MEMORY_USAGE	  119.96 MB
MEMORY_USAGE	  120.15 MB
MEMORY_USAGE	  120.30 MB
MEMORY_USAGE	  120.48 MB
MEMORY_USAGE	  120.65 MB
MEMORY_USAGE	  120.82 MB
MEMORY_USAGE	  120.98 MB
MEMORY_USAGE	  121.14 MB
MEMORY_USAGE	  121.31 MB
MEMORY_USAGE	  121.49 MB
MEMORY_USAGE	  121.69 MB
MEMORY_USAGE	  121.88 MB
MEMORY_USAGE	  122.09 MB
MEMORY_USAGE	  122.23 MB
MEMORY_USAGE	  122.36 MB
MEMORY_USAGE	  122.45 MB
MEMORY_USAGE	  122.45 MB
MEMORY_USAGE	  122.45 MB
MEMORY_USAGE	  122.45 MB
MEMORY_USAGE	  122.45 MB
MEMORY_USAGE	  122.45 MB
MEMORY_USAGE	  122.45 MB
MEMORY_USAGE	  122.45 MB
MEMORY_USAGE	  122.50 MB
MEMORY_USAGE	  122.63 MB
MEMORY_USAGE	  122.80 MB
MEMORY_USAGE	  122.94 MB
MEMORY_USAGE	  123.04 MB
MEMORY_USAGE	  123.21 MB
MEMORY_USAGE	  123.37 MB
MEMORY_USAGE	  123.56 MB
MEMORY_USAGE	  123.75 MB
MEMORY_USAGE	  123.96 MB
MEMORY_USAGE	  124.18 MB
MEMORY_USAGE	  124.39 MB
MEMORY_USAGE	  124.60 MB
MEMORY_USAGE	  124.80 MB
MEMORY_USAGE	  125.03 MB
MEMORY_USAGE	  125.22 MB
MEMORY_USAGE	  125.45 MB
MEMORY_USAGE	  125.68 MB
MEMORY_USAGE	  130.02 MB
MEMORY_USAGE	  130.22 MB
MEMORY_USAGE	  130.43 MB
MEMORY_USAGE	  130.62 MB
MEMORY_USAGE	  130.81 MB
MEMORY_USAGE	  130.99 MB
MEMORY_USAGE	  131.22 MB
MEMORY_USAGE	  131.44 MB
MEMORY_USAGE	  131.65 MB
MEMORY_USAGE	  131.85 MB
MEMORY_USAGE	  131.95 MB
MEMORY_USAGE	  132.17 MB
MEMORY_USAGE	  132.38 MB
MEMORY_USAGE	  132.58 MB
MEMORY_USAGE	  132.77 MB
MEMORY_USAGE	  132.97 MB
MEMORY_USAGE	  133.16 MB
MEMORY_USAGE	  133.27 MB
MEMORY_USAGE	  133.48 MB
MEMORY_USAGE	  133.68 MB
MEMORY_USAGE	  133.85 MB
MEMORY_USAGE	  134.02 MB
MEMORY_USAGE	  134.19 MB
MEMORY_USAGE	  134.34 MB
MEMORY_USAGE	  134.52 MB
MEMORY_USAGE	  134.69 MB
MEMORY_USAGE	  134.88 MB
MEMORY_USAGE	  135.06 MB
MEMORY_USAGE	  135.26 MB
MEMORY_USAGE	  135.45 MB
MEMORY_USAGE	  135.66 MB
MEMORY_USAGE	  135.79 MB
MEMORY_USAGE	  135.97 MB
MEMORY_USAGE	  136.14 MB
MEMORY_USAGE	  136.28 MB
MEMORY_USAGE	  136.45 MB
MEMORY_USAGE	  136.63 MB
MEMORY_USAGE	  136.80 MB
MEMORY_USAGE	  136.89 MB
MEMORY_USAGE	  137.07 MB
MEMORY_USAGE	  137.25 MB
MEMORY_USAGE	  137.42 MB
MEMORY_USAGE	  137.58 MB
MEMORY_USAGE	  137.75 MB
MEMORY_USAGE	  137.91 MB
MEMORY_USAGE	  138.19 MB
MEMORY_USAGE	  138.38 MB
MEMORY_USAGE	  138.59 MB
MEMORY_USAGE	  138.78 MB
MEMORY_USAGE	  138.96 MB
MEMORY_USAGE	  139.18 MB
MEMORY_USAGE	  139.39 MB
MEMORY_USAGE	  139.62 MB
MEMORY_USAGE	  139.81 MB
MEMORY_USAGE	  140.01 MB
MEMORY_USAGE	  140.20 MB
MEMORY_USAGE	  140.38 MB
MEMORY_USAGE	  140.56 MB
MEMORY_USAGE	  140.75 MB
MEMORY_USAGE	  140.95 MB
MEMORY_USAGE	  141.15 MB
MEMORY_USAGE	  141.34 MB
MEMORY_USAGE	  141.54 MB
MEMORY_USAGE	  141.73 MB
MEMORY_USAGE	  141.94 MB
MEMORY_USAGE	  142.13 MB
MEMORY_USAGE	  142.33 MB
MEMORY_USAGE	  147.17 MB
MEMORY_USAGE	  147.36 MB
MEMORY_USAGE	  147.56 MB
MEMORY_USAGE	  147.70 MB
MEMORY_USAGE	  147.91 MB
MEMORY_USAGE	  148.11 MB
MEMORY_USAGE	  148.31 MB
MEMORY_USAGE	  148.51 MB
MEMORY_USAGE	  148.71 MB
MEMORY_USAGE	  148.91 MB
MEMORY_USAGE	  149.13 MB
MEMORY_USAGE	  149.33 MB
MEMORY_USAGE	  149.53 MB
MEMORY_USAGE	  149.76 MB
MEMORY_USAGE	  149.98 MB
MEMORY_USAGE	  150.19 MB
MEMORY_USAGE	  150.38 MB
MEMORY_USAGE	  150.57 MB
MEMORY_USAGE	  150.77 MB
MEMORY_USAGE	  150.97 MB
MEMORY_USAGE	  151.13 MB
MEMORY_USAGE	  151.33 MB
MEMORY_USAGE	  151.52 MB
MEMORY_USAGE	  151.66 MB
MEMORY_USAGE	  151.87 MB
MEMORY_USAGE	  152.08 MB
MEMORY_USAGE	  152.26 MB
MEMORY_USAGE	  152.47 MB
MEMORY_USAGE	  152.66 MB
MEMORY_USAGE	  152.86 MB
MEMORY_USAGE	  153.05 MB
MEMORY_USAGE	  153.25 MB
MEMORY_USAGE	  153.45 MB
MEMORY_USAGE	  153.64 MB
MEMORY_USAGE	  153.83 MB
MEMORY_USAGE	  154.05 MB
MEMORY_USAGE	  154.26 MB
MEMORY_USAGE	  154.47 MB
MEMORY_USAGE	  154.69 MB
MEMORY_USAGE	  154.90 MB
MEMORY_USAGE	  155.08 MB
MEMORY_USAGE	  155.28 MB
MEMORY_USAGE	  155.47 MB
MEMORY_USAGE	  155.67 MB
MEMORY_USAGE	  155.87 MB
MEMORY_USAGE	  156.06 MB
MEMORY_USAGE	  156.26 MB
MEMORY_USAGE	  156.47 MB
MEMORY_USAGE	  156.67 MB
MEMORY_USAGE	  156.86 MB
MEMORY_USAGE	  157.06 MB
MEMORY_USAGE	  157.24 MB
MEMORY_USAGE	  157.42 MB
MEMORY_USAGE	  157.60 MB
MEMORY_USAGE	  157.78 MB
MEMORY_USAGE	  157.98 MB
MEMORY_USAGE	  158.18 MB
MEMORY_USAGE	  158.38 MB
MEMORY_USAGE	  158.57 MB
MEMORY_USAGE	  158.77 MB
MEMORY_USAGE	  158.96 MB
MEMORY_USAGE	  159.15 MB
MEMORY_USAGE	  159.35 MB
MEMORY_USAGE	  159.55 MB
MEMORY_USAGE	  159.76 MB
MEMORY_USAGE	  159.95 MB
MEMORY_USAGE	  160.17 MB
MEMORY_USAGE	  160.38 MB
MEMORY_USAGE	  160.58 MB
MEMORY_USAGE	  160.78 MB
MEMORY_USAGE	  160.97 MB
MEMORY_USAGE	  166.34 MB
MEMORY_USAGE	  166.53 MB
MEMORY_USAGE	  166.73 MB
MEMORY_USAGE	  166.93 MB
MEMORY_USAGE	  167.13 MB
MEMORY_USAGE	  167.32 MB
MEMORY_USAGE	  167.52 MB
MEMORY_USAGE	  167.74 MB
MEMORY_USAGE	  167.94 MB
MEMORY_USAGE	  168.14 MB
MEMORY_USAGE	  168.35 MB
MEMORY_USAGE	  168.51 MB
