Number of Inlines, Number of Crosslines, Number of Samples, Output Directory, Session ID, Log Level
100,600,1000,/home/delucca/src/msc/seismic-attributes-memory-profile/experiments/02-envelope-backend-comparisson/output/20240515_003611,,INFO
