Number of Inlines, Number of Crosslines, Number of Samples, Output Directory, Session ID, Log Level
100,600,1000,/home/delucca/src/msc/seismic-attributes-memory-profile/experiments/001-backend-comparisson/output/20240528_175243,,INFO
