Execution ID  	: 20240419_232840
Input Metadata	: num_elements=10000000
Backend       	: resource
Precision     	: 0.0001 seconds
Function      	: consume_large_memory

MEMORY_USAGE	   28.20 MB
MEMORY_USAGE	   30.99 MB
MEMORY_USAGE	   33.73 MB
MEMORY_USAGE	   36.31 MB
MEMORY_USAGE	   39.15 MB
MEMORY_USAGE	   41.76 MB
MEMORY_USAGE	   43.88 MB
MEMORY_USAGE	   46.46 MB
MEMORY_USAGE	   48.27 MB
MEMORY_USAGE	   50.59 MB
MEMORY_USAGE	   53.16 MB
MEMORY_USAGE	   56.17 MB
MEMORY_USAGE	   59.01 MB
MEMORY_USAGE	   61.74 MB
MEMORY_USAGE	   64.57 MB
MEMORY_USAGE	   67.15 MB
MEMORY_USAGE	   69.99 MB
MEMORY_USAGE	   72.82 MB
MEMORY_USAGE	   75.40 MB
MEMORY_USAGE	   78.24 MB
MEMORY_USAGE	   80.75 MB
MEMORY_USAGE	   83.33 MB
MEMORY_USAGE	   85.91 MB
MEMORY_USAGE	   88.33 MB
MEMORY_USAGE	   89.88 MB
MEMORY_USAGE	   92.20 MB
MEMORY_USAGE	   94.77 MB
MEMORY_USAGE	   96.84 MB
MEMORY_USAGE	   99.16 MB
MEMORY_USAGE	  101.48 MB
MEMORY_USAGE	  102.77 MB
MEMORY_USAGE	  105.09 MB
MEMORY_USAGE	  107.66 MB
MEMORY_USAGE	  109.73 MB
MEMORY_USAGE	  112.30 MB
MEMORY_USAGE	  114.88 MB
MEMORY_USAGE	  117.46 MB
MEMORY_USAGE	  121.96 MB
MEMORY_USAGE	  124.02 MB
MEMORY_USAGE	  126.34 MB
MEMORY_USAGE	  128.66 MB
MEMORY_USAGE	  131.24 MB
MEMORY_USAGE	  133.95 MB
MEMORY_USAGE	  136.79 MB
MEMORY_USAGE	  139.62 MB
MEMORY_USAGE	  142.46 MB
MEMORY_USAGE	  145.30 MB
MEMORY_USAGE	  148.13 MB
MEMORY_USAGE	  152.71 MB
MEMORY_USAGE	  155.03 MB
MEMORY_USAGE	  157.35 MB
MEMORY_USAGE	  159.67 MB
MEMORY_USAGE	  162.25 MB
MEMORY_USAGE	  165.08 MB
MEMORY_USAGE	  167.92 MB
MEMORY_USAGE	  170.75 MB
MEMORY_USAGE	  174.81 MB
MEMORY_USAGE	  177.13 MB
MEMORY_USAGE	  179.20 MB
MEMORY_USAGE	  181.58 MB
MEMORY_USAGE	  185.90 MB
MEMORY_USAGE	  188.22 MB
MEMORY_USAGE	  190.28 MB
MEMORY_USAGE	  192.86 MB
MEMORY_USAGE	  195.70 MB
MEMORY_USAGE	  198.53 MB
MEMORY_USAGE	  201.37 MB
MEMORY_USAGE	  205.37 MB
MEMORY_USAGE	  207.43 MB
MEMORY_USAGE	  209.75 MB
MEMORY_USAGE	  211.82 MB
MEMORY_USAGE	  215.88 MB
MEMORY_USAGE	  218.20 MB
MEMORY_USAGE	  220.52 MB
MEMORY_USAGE	  222.84 MB
MEMORY_USAGE	  225.41 MB
MEMORY_USAGE	  228.25 MB
MEMORY_USAGE	  230.83 MB
MEMORY_USAGE	  235.14 MB
MEMORY_USAGE	  237.46 MB
MEMORY_USAGE	  239.79 MB
MEMORY_USAGE	  242.11 MB
MEMORY_USAGE	  244.68 MB
MEMORY_USAGE	  247.52 MB
MEMORY_USAGE	  250.10 MB
MEMORY_USAGE	  254.41 MB
