Execution ID  	: 20240419_232840
MEMORY_USAGE	  256.48 MB
MEMORY_USAGE	  258.80 MB
MEMORY_USAGE	  261.12 MB
MEMORY_USAGE	  265.18 MB
MEMORY_USAGE	  267.50 MB
MEMORY_USAGE	  269.82 MB
MEMORY_USAGE	  272.14 MB
MEMORY_USAGE	  274.71 MB
MEMORY_USAGE	  277.55 MB
MEMORY_USAGE	  280.39 MB
MEMORY_USAGE	  283.09 MB
MEMORY_USAGE	  285.92 MB
MEMORY_USAGE	  288.50 MB
MEMORY_USAGE	  293.07 MB
MEMORY_USAGE	  295.39 MB
MEMORY_USAGE	  297.71 MB
MEMORY_USAGE	  300.04 MB
MEMORY_USAGE	  304.35 MB
MEMORY_USAGE	  306.67 MB
MEMORY_USAGE	  308.99 MB
MEMORY_USAGE	  311.31 MB
MEMORY_USAGE	  314.28 MB
MEMORY_USAGE	  318.59 MB
MEMORY_USAGE	  320.91 MB
MEMORY_USAGE	  323.23 MB
MEMORY_USAGE	  325.55 MB
MEMORY_USAGE	  329.61 MB
MEMORY_USAGE	  331.93 MB
MEMORY_USAGE	  334.25 MB
MEMORY_USAGE	  338.57 MB
MEMORY_USAGE	  340.89 MB
MEMORY_USAGE	  342.95 MB
MEMORY_USAGE	  345.27 MB
MEMORY_USAGE	  348.11 MB
MEMORY_USAGE	  350.69 MB
MEMORY_USAGE	  353.52 MB
MEMORY_USAGE	  358.36 MB
MEMORY_USAGE	  360.68 MB
MEMORY_USAGE	  363.00 MB
MEMORY_USAGE	  365.06 MB
MEMORY_USAGE	  369.38 MB
MEMORY_USAGE	  371.70 MB
MEMORY_USAGE	  373.76 MB
MEMORY_USAGE	  376.08 MB
MEMORY_USAGE	  380.39 MB
MEMORY_USAGE	  382.46 MB
MEMORY_USAGE	  384.78 MB
MEMORY_USAGE	  387.10 MB
MEMORY_USAGE	  389.68 MB
MEMORY_USAGE	  392.25 MB
MEMORY_USAGE	  395.09 MB
MEMORY_USAGE	  399.15 MB
MEMORY_USAGE	  399.15 MB
MEMORY_USAGE	  399.15 MB
MEMORY_USAGE	  399.15 MB
MEMORY_USAGE	  399.15 MB
MEMORY_USAGE	  399.15 MB
MEMORY_USAGE	  399.15 MB
MEMORY_USAGE	  399.15 MB
MEMORY_USAGE	  399.15 MB
MEMORY_USAGE	  399.15 MB
MEMORY_USAGE	  399.15 MB
MEMORY_USAGE	  399.15 MB
MEMORY_USAGE	  399.15 MB
MEMORY_USAGE	  399.15 MB
MEMORY_USAGE	  399.15 MB
